Danceability,Loudness,Speechiness,Acousticness,Liveness,Valence,Tempo,Licensed,Artist_Length,Album_Length,Title_Length,Description_Length,AT_album,AT_compilation,Key_Low,new_Duration_ms,new_Instrumentalness,label
0.2183549844986039,-0.3814660512162704,1.540685143470275,-1.2653469495767429,4.166862776047175,-0.1157276006577994,-0.7919774525751202,1,-1.040394248200604,0.7508773162361142,-1.158680088120607,-0.4229316853618003,0,0,0,-1.725038075341953,0,1
0.8460806423109993,0.768352256845649,1.0299180638875605,-1.3884854731413496,-0.7358908117166915,-1.855951093593534,0.69744111181998,0,2.428244735265829,-0.3193267414208939,1.1561166194121837,-0.1957009516280637,1,0,1,-0.6997008471531151,0,1
-0.6836197471153237,1.058120218592226,0.0214827534827327,-0.8063712995796318,-0.8532066616866,-1.4383951291987578,0.2534853869641997,1,-1.473974121133908,-1.183361254976299,-0.1522467370193937,-0.5322326440262604,1,0,0,0.8249856753677033,0,0
-0.3971818255892789,1.7547795061855018,0.3482165240772324,-0.1519889756059773,0.8031426096536907,0.9139181984833158,-1.158095897769407,1,-1.2571841846672558,-0.8388325015540531,0.2000049358660308,0.2605313972733473,0,0,0,-1.1589710240434847,0,2
-1.975637605913652,0.8344489634484266,-0.3727459276220626,-1.2107292513668602,2.5586404188507164,1.0726383019082308,2.0044317511513605,0,0.2603453705993084,-0.3193267414208939,0.0490399332008488,-0.5495256979315432,1,0,0,-0.6493798270682223,0,1
-0.8116026482227053,0.0145854147475732,-0.2328950450694179,1.88444185020597,-0.4005823197089914,-0.7058408056991501,1.6611423897332858,0,-0.1732345023339956,0.3067025004280782,-0.3032117396845757,1.0666322920827405,0,0,1,-0.8946523946280704,0,1
0.7485698605148989,0.2073234112012725,1.4133796016233635,0.2256936296081708,-0.3331924315745552,-0.530841717307577,0.4276893819979241,0,0.4771353070659604,-0.3193267414208939,0.1496832683109701,0.5371642584799352,1,0,0,-0.974212915950092,0,2
0.0233334209064032,0.7559260760043266,0.236974040997128,0.8808614389160732,1.0629136640113186,1.0197316007665924,1.4793287001074902,1,1.3442950529325686,1.1812047021237355,1.558689959852669,1.226421889366705,1,0,1,-1.2306643425464556,0,1
1.2848791603934502,0.8677617035762263,1.1077819309364774,0.2130248629418157,1.3486996684452193,0.1488059050503919,0.5948296694955115,1,-1.473974121133908,-1.183361254976299,-0.3032117396845757,0.3431689942019782,1,0,0,0.3293680521880855,0,0
0.974063543418381,0.1311800051948728,1.9749658514697883,-0.5950353799476272,-1.3388203801407863,0.5517107829751765,-0.8728517852352434,1,-0.1732345023339956,-0.8388325015540531,0.753543278971698,0.370692230246828,1,0,0,0.246431256966307,0,0
